p0p50;2002;0.0464;0.0197;0.0476;0.0307;0.0207;0.0466;0.1334;0.0497;0.0471;0.0323;-0.0259;0.0234;0.0268;0.0502;0.0368;0.0468;0.1363;0.0228;0.0693;0.0628;0.1447;0.0365;0.085;0.0551;0.0062;0.0486;0.0235;0.0502;0.038;0.0203;-0.0534;0.0628;0.0602;-0.0038;0.048;0.0439;0.0804;0.0502;0.0509;0.0319;0.0289;0.0345;0.044;0.0454;0.0438;0.0359;0.05;0.0312;0.0229;-0.0101;0.043;0.0456
p0p50;2003;0.0473;0.0173;0.0473;0.0304;0.0308;0.0463;0.1334;0.0452;0.047;0.0315;-0.0263;0.0233;0.0262;0.0499;0.0352;0.0465;0.1363;0.0231;0.0696;0.0668;0.1443;0.0367;0.0837;0.0534;0.0042;0.0485;0.0234;0.0532;0.0375;0.0207;-0.0597;0.0582;0.0601;-0.0013;0.0463;0.0451;0.0804;0.0502;0.0509;0.0224;0.0232;0.0389;0.0442;0.0455;0.0443;0.0372;0.0499;0.0314;0.0341;-0.0105;0.043;0.0462
p0p50;2004;0.049;0.0191;0.0469;0.0299;0.0381;0.0461;0.1332;0.0454;0.0469;0.0312;-0.0263;0.0255;0.0259;0.0492;0.033;0.046;0.1321;0.0212;0.0681;0.0702;0.1431;0.0369;0.0879;0.0533;0.0039;0.0475;0.023;0.0574;0.0368;0.0212;-0.0569;0.056;0.0604;0.0018;0.0446;0.0455;0.0803;0.05;0.0508;0.02;0.0166;0.0397;0.0432;0.045;0.0447;0.0384;0.05;0.0313;0.0418;-0.0112;0.043;0.0463
p0p50;2005;0.0485;0.0208;0.0465;0.0299;0.0372;0.0458;0.1333;0.0453;0.0468;0.031;-0.0268;0.027;0.0242;0.0489;0.0309;0.0459;0.1276;0.0215;0.0676;0.0642;0.1425;0.0368;0.0879;0.0549;0.0047;0.0487;0.0211;0.0571;0.0362;0.0195;-0.0537;0.0574;0.0606;0.0003;0.0429;0.0462;0.0803;0.0499;0.0508;0.0205;0.0178;0.0439;0.0423;0.0451;0.0456;0.0405;0.0501;0.0312;0.052;-0.0112;0.043;0.0454
p0p50;2006;0.0481;0.0201;0.0461;0.0299;0.036;0.0457;0.1332;0.0489;0.0466;0.0331;-0.0268;0.0298;0.0237;0.0499;0.0291;0.0457;0.1232;0.0212;0.0652;0.0575;0.142;0.0364;0.0857;0.0537;0.0018;0.0504;0.0228;0.0561;0.0359;0.0197;-0.0545;0.0581;0.0581;-0.0117;0.0412;0.0458;0.0801;0.0499;0.0504;0.0208;0.0164;0.0457;0.0418;0.045;0.0462;0.0432;0.0501;0.0313;0.0555;-0.0115;0.043;0.0456
p0p50;2007;0.0459;0.0197;0.0456;0.03;0.0351;0.0459;0.1333;0.0488;0.0465;0.0342;-0.0261;0.0235;0.0231;0.0485;0.0265;0.0456;0.1182;0.019;0.0614;0.0514;0.1414;0.0363;0.0757;0.0542;-0.0039;0.0499;0.0228;0.0602;0.0358;0.0207;-0.0349;0.0572;0.0557;-0.0422;0.0396;0.0459;0.0799;0.0498;0.05;0.0189;0.0222;0.0432;0.0414;0.045;0.046;0.0385;0.0504;0.0312;0.0535;-0.0115;0.043;0.0437
p0p50;2008;0.0461;0.0197;0.045;0.03;0.034;0.0463;0.1334;0.0498;0.0463;0.0354;-0.0246;0.0294;0.0228;0.0484;0.0249;0.0462;0.1152;0.017;0.0633;0.0451;0.1411;0.0357;0.0791;0.0597;-0.0123;0.049;0.0227;0.0631;0.0355;0.0211;-0.0443;0.0498;0.0563;-0.0822;0.0377;0.0438;0.0802;0.0497;0.0495;0.018;0.0245;0.0474;0.0423;0.0452;0.0459;0.0437;0.0501;0.0316;0.0479;-0.0117;0.043;0.0442
p0p50;2009;0.0463;0.0243;0.0443;0.03;0.0323;0.0469;0.1334;0.05;0.0462;0.0363;-0.025;0.0316;0.0228;0.0483;0.0271;0.0467;0.1118;0.0153;0.0658;0.0378;0.1413;0.0365;0.0721;0.0573;-0.0183;0.0481;0.0234;0.0481;0.036;0.0214;-0.0908;0.0505;0.0535;-0.0762;0.0361;0.0459;0.0804;0.0494;0.0502;0.0185;0.0276;0.0472;0.0427;0.0456;0.0443;0.0444;0.0501;0.0323;0.0299;-0.0113;0.0431;0.0458
p0p50;2010;0.0465;0.0237;0.0438;0.0299;0.0303;0.0465;0.1331;0.0494;0.0461;0.0372;-0.0246;0.0314;0.0308;0.0495;0.0293;0.0463;0.0701;0.0126;0.063;0.0295;0.1404;0.0364;0.0751;0.0607;-0.0182;0.0471;0.0231;0.0495;0.0354;0.0207;-0.0916;0.0344;0.0474;-0.068;0.0344;0.0466;0.0803;0.0496;0.0498;0.0189;0.0253;0.0467;0.0428;0.0454;0.0429;0.0439;0.0502;0.0325;0.0346;-0.0113;0.043;0.0451
p0p50;2011;0.045;0.0273;0.0437;0.03;0.0268;0.0463;0.1266;0.0495;0.046;0.038;-0.0247;0.0336;0.0351;0.0495;0.0312;0.0464;0.0656;0.0157;0.0615;0.0233;0.1399;0.0368;0.0732;0.0704;-0.0178;0.0476;0.0261;0.0422;0.0353;0.0201;-0.0946;0.0338;0.0504;-0.0635;0.0325;0.0459;0.0791;0.0494;0.0497;0.0184;0.024;0.0478;0.0433;0.0335;0.0449;0.0463;0.0501;0.0327;0.0295;-0.0114;0.043;0.04
p0p50;2012;0.0441;0.0342;0.0435;0.0299;0.0238;0.046;0.112;0.0498;0.0458;0.039;-0.0241;0.0345;0.0374;0.0484;0.0333;0.0464;0.0661;0.0178;0.0639;0.0164;0.1396;0.0369;0.0658;0.0666;-0.0164;0.0493;0.0429;0.0447;0.0361;0.0211;-0.1102;0.0358;0.0533;-0.0534;0.0308;0.046;0.0823;0.0493;0.0496;0.0182;0.0305;0.048;0.0435;0.0276;0.0462;0.0466;0.0501;0.0368;0.0413;-0.0114;0.0416;0.0411
p0p50;2013;0.0421;0.0342;0.0434;0.03;0.0229;0.0463;0.1007;0.0497;0.0457;0.0398;-0.0243;0.0331;0.04;0.0483;0.0347;0.0463;0.0661;0.0178;0.0636;0.0209;0.1392;0.0369;0.0627;0.0576;-0.0119;0.0497;0.0371;0.0427;0.0378;0.022;-0.1097;0.0373;0.0509;-0.0397;0.029;0.0448;0.0835;0.0494;0.0493;0.0183;0.0333;0.0478;0.044;0.0224;0.0464;0.0465;0.0497;0.0451;0.0407;-0.0113;0.0419;0.0371
p0p50;2014;0.0401;0.0323;0.0432;0.03;0.0225;0.0462;0.0914;0.0495;0.0456;0.0406;-0.0525;0.0346;0.0395;0.0471;0.0343;0.0463;0.0657;0.0176;0.0642;0.0247;0.1392;0.037;0.061;0.0706;-0.0078;0.0498;0.0374;0.0392;0.0387;0.0214;-0.108;0.037;0.0499;-0.03;0.0274;0.0435;0.0813;0.0493;0.0487;0.0183;0.034;0.0473;0.0442;0.029;0.0466;0.0466;0.0492;0.0434;0.0403;-0.0115;0.0418;0.0408
p0p50;2015;0.0382;0.0312;0.0429;0.0299;0.0221;0.0466;0.0842;0.045;0.0454;0.0423;-0.0471;0.0352;0.0396;0.0481;0.0343;0.0463;0.0644;0.0173;0.0616;0.0256;0.139;0.037;0.0667;0.0732;-0.0056;0.0498;0.0426;0.0454;0.0392;0.0205;-0.1087;0.034;0.0495;-0.0291;0.0267;0.0432;0.0792;0.0495;0.0492;0.0182;0.03;0.0472;0.0435;0.033;0.0465;0.0467;0.0494;0.0398;0.0405;-0.013;0.0423;0.0402
p0p50;2016;0.0378;0.0319;0.0427;0.03;0.0214;0.0467;0.0812;0.0449;0.046;0.0432;-0.0525;0.035;0.04;0.0485;0.0342;0.0463;0.0644;0.0172;0.0622;0.0254;0.1396;0.0369;0.0669;0.0819;-0.004;0.05;0.0445;0.0438;0.0399;0.0212;-0.1094;0.0353;0.0498;-0.0286;0.0276;0.0437;0.0771;0.0498;0.0492;0.0184;0.0234;0.0472;0.0456;0.0356;0.0463;0.0468;0.049;0.0367;0.0404;-0.0074;0.0426;0.0392
p0p50;2017;0.0371;0.0309;0.0426;0.03;0.0315;0.0468;0.0747;0.0449;0.0464;0.0439;-0.0482;0.0349;0.04;0.0482;0.0343;0.0463;0.0636;0.017;0.0613;0.0252;0.1393;0.0371;0.0669;0.0805;-0.0003;0.0499;0.0451;0.0428;0.04;0.0214;-0.1096;0.0353;0.0496;-0.0246;0.0281;0.0432;0.0747;0.0495;0.0489;0.0178;0.0204;0.0472;0.0451;0.0351;0.0463;0.0464;0.0492;0.0332;0.0401;-0.0073;0.0425;0.0381
p0p50;2018;0.0371;0.0302;0.0424;0.03;0.0373;0.0467;0.0747;0.0451;0.0468;0.0445;-0.0335;0.0344;0.0405;0.1018;0.0341;0.0463;0.0638;0.0169;0.0671;0.0252;0.1394;0.0371;0.067;0.0906;0.0006;0.0502;0.0408;0.0464;0.04;0.022;-0.1088;0.0341;0.0492;-0.0245;0.025;0.0431;0.0746;0.0494;0.0487;0.0174;0.0204;0.0472;0.0452;0.0355;0.0459;0.046;0.0495;0.0232;0.0401;-0.0074;0.0426;0.039
p0p50;2019;0.0375;0.0311;0.0422;0.03;0.0428;0.0469;0.0743;0.045;0.0473;0.0452;-0.034;0.0355;0.0407;0.0464;0.0343;0.0463;0.064;0.0174;0.068;0.0252;0.1395;0.037;0.0673;0.0981;0.0022;0.0497;0.0356;0.0467;0.04;0.0228;-0.1093;0.034;0.0493;-0.0245;0.025;0.0432;0.0745;0.0496;0.0486;0.0182;0.0206;0.0462;0.045;0.036;0.0458;0.046;0.0497;0.0209;0.0403;-0.0075;0.0427;0.0372
p0p50;2020;0.0378;0.0313;0.0419;0.0299;0.0428;0.0469;0.0744;0.0452;0.0476;0.0458;-0.0341;0.0328;0.0409;0.0464;0.0345;0.0463;0.0634;0.0173;0.0694;0.0252;0.1389;0.0371;0.0676;0.0982;0.0036;0.0488;0.036;0.0468;0.0405;0.0206;-0.1111;0.0268;0.0495;-0.0245;0.0252;0.0428;0.0746;0.0495;0.0487;0.0188;0.0207;0.0452;0.046;0.0361;0.0461;0.0448;0.0497;0.0192;0.0403;-0.0075;0.0431;0.0372
p0p50;2021;0.0375;0.0304;0.0419;0.0299;0.0428;0.0469;0.0743;0.045;0.0478;0.0405;-0.0341;0.0347;0.0409;0.0466;0.0343;0.0463;0.063;0.017;0.0654;0.0254;0.138;0.037;0.0672;0.098;0.0078;0.0483;0.0357;0.0466;0.0404;0.0196;-0.1083;0.0265;0.0485;-0.0245;0.025;0.0412;0.0745;0.0487;0.0486;0.0194;0.0206;0.0467;0.0449;0.0362;0.0458;0.045;0.0498;0.0185;0.04;-0.0075;0.0429;0.0373
p0p50;2022;0.0371;0.0318;0.0417;0.0299;0.0428;0.0469;0.0744;0.0471;0.0478;0.044;-0.0339;0.036;0.0409;0.0464;0.0343;0.0463;0.0632;0.0172;0.0642;0.0254;0.1398;0.037;0.0675;0.0981;0.0094;0.0496;0.0356;0.0465;0.0399;0.0202;-0.1091;0.0268;0.0487;-0.0245;0.0249;0.0428;0.0745;0.0487;0.0486;0.0203;0.0208;0.0463;0.0453;0.0363;0.0458;0.0458;0.0497;0.0177;0.0401;-0.0075;0.0429;0.0373
p0p50;2023;0.0372;0.0298;0.0417;0.03;0.0428;0.0469;0.0744;0.0473;0.0478;0.044;-0.0346;0.0361;0.0409;0.0465;0.0344;0.0463;0.0632;0.0173;0.0642;0.0254;0.1398;0.0371;0.0674;0.098;0.0095;0.0497;0.0359;0.0464;0.0398;0.0205;-0.1094;0.0268;0.0486;-0.0246;0.0248;0.0429;0.0744;0.0489;0.0482;0.0204;0.0211;0.0452;0.046;0.0363;0.0461;0.0449;0.0498;0.0173;0.0406;-0.0075;0.043;0.037
p99p100;1995;0.2579;0.3974;0.2326;0.3275;0.4053;0.2402;0.1256;0.2237;0.3829;0.3048;0.2424;0.3469;0.34;0.2254;0.2471;0.2324;0.1594;0.2346;0.172;0.1637;0.2545;0.3017;0.2031;0.2447;0.293;0.2328;0.2367;0.1856;0.2859;0.3872;0.2385;0.2147;0.2074;0.4708;0.2182;0.2603;0.178;0.2198;0.2178;0.3317;0.1401;0.2939;0.3159;0.2363;0.2534;0.2992;0.2219;0.3346;0.1968;0.2354;0.2648;0.2381
p99p100;1996;0.2798;0.3975;0.2331;0.3275;0.4051;0.2392;0.1256;0.2856;0.3197;0.313;0.2416;0.357;0.3403;0.2239;0.2536;0.2358;0.1701;0.2336;0.1738;0.1655;0.2571;0.3008;0.2242;0.2525;0.2965;0.2304;0.2377;0.1898;0.2867;0.3876;0.239;0.2341;0.2466;0.4841;0.2215;0.2589;0.1782;0.2198;0.218;0.331;0.1509;0.2937;0.318;0.2352;0.2536;0.2994;0.2218;0.3347;0.2008;0.2351;0.2647;0.2491
p99p100;1997;0.2774;0.3975;0.2335;0.3286;0.4054;0.2381;0.1257;0.2254;0.286;0.3241;0.24;0.3478;0.3452;0.2227;0.2558;0.2329;0.1792;0.2286;0.1787;0.168;0.2601;0.3132;0.2388;0.2496;0.3047;0.2325;0.2389;0.2075;0.2879;0.3875;0.2424;0.3095;0.2669;0.4788;0.2101;0.2692;0.1784;0.219;0.2175;0.3311;0.1593;0.2935;0.3262;0.2368;0.2542;0.3016;0.2224;0.3939;0.2236;0.2351;0.2648;0.2583
p99p100;1998;0.2633;0.3975;0.234;0.3289;0.4049;0.2375;0.1258;0.2257;0.2542;0.3258;0.2441;0.3563;0.3793;0.221;0.2604;0.2337;0.1863;0.2218;0.1853;0.1715;0.2621;0.3223;0.2579;0.2563;0.3148;0.2354;0.2372;0.2118;0.2893;0.3873;0.2395;0.3473;0.2811;0.4767;0.2042;0.2651;0.178;0.2199;0.2183;0.3312;0.1724;0.2936;0.2888;0.2406;0.2542;0.2992;0.2227;0.3946;0.225;0.2363;0.2652;0.2897
p99p100;1999;0.3006;0.3976;0.2344;0.3331;0.4042;0.2382;0.126;0.2989;0.2393;0.3271;0.2493;0.3573;0.3421;0.2203;0.2708;0.2365;0.1919;0.2231;0.1941;0.1771;0.266;0.307;0.254;0.2209;0.3181;0.2364;0.2378;0.2045;0.2955;0.3874;0.2611;0.3989;0.2987;0.5037;0.1983;0.2643;0.1795;0.22;0.2181;0.3315;0.1809;0.294;0.2892;0.2419;0.2559;0.2994;0.2227;0.3348;0.2408;0.2363;0.2653;0.26
p99p100;2000;0.2899;0.3974;0.2349;0.3357;0.4036;0.2398;0.126;0.3109;0.2397;0.3279;0.2529;0.3565;0.3446;0.2228;0.2665;0.2393;0.1965;0.2224;0.2067;0.187;0.2737;0.3103;0.2456;0.2053;0.3234;0.2314;0.2419;0.2037;0.291;0.3874;0.2614;0.382;0.2984;0.4919;0.1968;0.26;0.1781;0.2208;0.2179;0.331;0.1798;0.2938;0.2927;0.2394;0.2585;0.2995;0.2224;0.3345;0.2308;0.2388;0.2654;0.2614
p99p100;2001;0.2886;0.4211;0.2359;0.3362;0.3981;0.2415;0.1265;0.3117;0.2399;0.3288;0.2464;0.3776;0.346;0.223;0.2625;0.2395;0.2003;0.2425;0.2261;0.2026;0.2756;0.3105;0.2228;0.1901;0.3214;0.2336;0.2384;0.2043;0.2977;0.3873;0.2664;0.4184;0.2846;0.5022;0.1948;0.2752;0.1783;0.2205;0.2181;0.3317;0.1741;0.3033;0.2711;0.2425;0.2594;0.3083;0.2228;0.334;0.1936;0.239;0.2647;0.2615
p99p100;2002;0.2811;0.4134;0.2374;0.3373;0.3887;0.243;0.1266;0.2248;0.2403;0.329;0.2468;0.3754;0.3586;0.2221;0.2636;0.2419;0.2035;0.2212;0.2545;0.2147;0.2763;0.3117;0.2226;0.1745;0.3147;0.2314;0.2389;0.1998;0.2967;0.3906;0.2725;0.3771;0.2665;0.4951;0.1924;0.2731;0.1779;0.222;0.2177;0.3311;0.1731;0.3164;0.2783;0.2388;0.26;0.3081;0.2233;0.3348;0.1794;0.2407;0.2654;0.2491
p99p100;2003;0.2702;0.4302;0.239;0.339;0.3371;0.2451;0.1263;0.2945;0.2409;0.333;0.248;0.3759;0.3613;0.2237;0.2656;0.2439;0.205;0.2401;0.2512;0.209;0.277;0.3093;0.2251;0.1639;0.311;0.2317;0.2398;0.1875;0.2985;0.3887;0.2706;0.4188;0.2567;0.4973;0.1905;0.2637;0.1779;0.222;0.2178;0.3803;0.176;0.29;0.2748;0.2378;0.2571;0.3005;0.2234;0.3339;0.1762;0.2435;0.2651;0.2457
p99p100;2004;0.2655;0.4179;0.2416;0.3419;0.295;0.2463;0.1275;0.2895;0.2413;0.3349;0.2469;0.3649;0.363;0.2277;0.2741;0.2467;0.2245;0.2533;0.2676;0.2078;0.2815;0.3057;0.2126;0.1813;0.3169;0.2379;0.2429;0.1931;0.3073;0.3861;0.2775;0.4269;0.251;0.4863;0.1893;0.2687;0.1783;0.2229;0.218;0.3918;0.1765;0.2854;0.2917;0.2411;0.2544;0.2934;0.223;0.3343;0.1908;0.2482;0.2652;0.2451
p99p100;2005;0.2742;0.4061;0.2441;0.3419;0.3004;0.2479;0.1273;0.2904;0.2422;0.3358;0.2507;0.3576;0.3718;0.2295;0.2786;0.2476;0.237;0.2716;0.2728;0.2129;0.2827;0.305;0.2125;0.1688;0.3232;0.2308;0.2589;0.2023;0.3136;0.3939;0.2732;0.4034;0.2383;0.507;0.1885;0.2589;0.1784;0.2234;0.2183;0.3896;0.1815;0.2597;0.3032;0.2403;0.2492;0.2803;0.2226;0.3346;0.2153;0.2482;0.2649;0.2503
p99p100;2006;0.2799;0.4107;0.2462;0.342;0.3076;0.2485;0.1274;0.2296;0.2431;0.3242;0.2536;0.3426;0.374;0.2233;0.2796;0.2484;0.262;0.2217;0.2988;0.2184;0.2842;0.314;0.2184;0.1729;0.3271;0.2213;0.2444;0.2052;0.3191;0.3931;0.269;0.377;0.2339;0.5172;0.1859;0.2612;0.1802;0.2237;0.2243;0.3882;0.188;0.2486;0.3069;0.2412;0.2459;0.2639;0.2223;0.3342;0.2158;0.2497;0.265;0.2492
p99p100;2007;0.2883;0.4137;0.249;0.3416;0.3127;0.2475;0.1272;0.2299;0.2439;0.3177;0.2524;0.3749;0.3768;0.2316;0.2874;0.249;0.2848;0.2597;0.3401;0.211;0.2856;0.3149;0.2367;0.1697;0.334;0.2253;0.2446;0.2056;0.3237;0.3884;0.2526;0.3565;0.2373;0.515;0.1833;0.2641;0.1811;0.2241;0.2307;0.3967;0.183;0.2637;0.3103;0.2412;0.2466;0.2927;0.2209;0.3348;0.2102;0.2496;0.2653;0.2608
p99p100;2008;0.2885;0.4136;0.2529;0.3416;0.3188;0.2448;0.1267;0.2243;0.2451;0.3112;0.2572;0.3447;0.3788;0.2324;0.2895;0.2459;0.2925;0.2594;0.3136;0.2061;0.2853;0.3259;0.2123;0.1714;0.3399;0.2341;0.2457;0.2023;0.3247;0.3865;0.242;0.3899;0.2307;0.4963;0.185;0.2691;0.1802;0.2255;0.2359;0.4009;0.167;0.2386;0.3027;0.2418;0.2477;0.2609;0.2225;0.3324;0.1745;0.2512;0.265;0.2576
p99p100;2009;0.2821;0.3911;0.2569;0.3414;0.3287;0.2415;0.1267;0.2231;0.2457;0.3059;0.2464;0.3328;0.3785;0.2329;0.2772;0.2427;0.3115;0.2523;0.2871;0.2074;0.2828;0.3136;0.2184;0.1681;0.3312;0.2369;0.2394;0.2009;0.3106;0.3852;0.2783;0.3245;0.2276;0.5284;0.1808;0.2492;0.1784;0.2265;0.2279;0.3985;0.1775;0.2395;0.302;0.2376;0.2572;0.2568;0.2222;0.3287;0.1911;0.2483;0.2646;0.2482
p99p100;2010;0.2879;0.3686;0.2602;0.342;0.3398;0.2439;0.128;0.2265;0.2465;0.3005;0.2571;0.3336;0.3369;0.226;0.2728;0.2448;0.3045;0.2576;0.3178;0.2206;0.286;0.3129;0.22;0.1661;0.3462;0.2435;0.242;0.2004;0.3174;0.3884;0.2714;0.3585;0.2465;0.5729000000000001;0.1808;0.2463;0.1796;0.2256;0.2343;0.3968;0.186;0.2425;0.3029;0.2385;0.2657;0.2596;0.2221;0.3279;0.2063;0.2486;0.2651;0.2522
p99p100;2011;0.2806;0.4014;0.261;0.3413;0.3587;0.2448;0.1352;0.2261;0.2469;0.2957;0.2633;0.3213;0.3129;0.226;0.2709;0.2444;0.2808;0.2414;0.3331;0.2208;0.2873;0.3068;0.2239;0.1573;0.3528;0.2407;0.2331;0.2026;0.3294;0.3915;0.2576;0.3741;0.2427;0.5758;0.1836;0.2483;0.1771;0.2266;0.2365;0.4053;0.1756;0.2363;0.298;0.2489;0.2537;0.2448;0.2226;0.3263;0.191;0.2495;0.2652;0.2834
p99p100;2012;0.2859;0.3775;0.2621;0.3421;0.3736;0.2467;0.1513;0.2245;0.2478;0.2897;0.2642;0.3164;0.2989;0.2324;0.2665;0.2446;0.2731;0.2784;0.308;0.2355;0.287;0.3034;0.2276;0.1639;0.3662;0.2313;0.2198;0.2073;0.3212;0.3869;0.2661;0.3772;0.2382;0.5724;0.1833;0.2476;0.1668;0.2283;0.2363;0.4065;0.1739;0.2347;0.2999;0.2523;0.2456;0.2434;0.2224;0.3028;0.1953;0.249;0.2888;0.3142
p99p100;2013;0.2943;0.3707;0.263;0.3414;0.3782;0.2447;0.1711;0.225;0.2484;0.2848;0.2659;0.3239;0.2837;0.2333;0.2698;0.245;0.2725;0.2608;0.3109;0.2344;0.2888;0.3032;0.227;0.1744;0.3564;0.2271;0.2191;0.2263;0.3112;0.3826;0.2701;0.3767;0.2458;0.5626;0.1866;0.2651;0.1617;0.2289;0.2421;0.4081;0.1796;0.2361;0.2959;0.2569;0.2447;0.2437;0.225;0.252;0.2032;0.2488;0.285;0.3375
p99p100;2014;0.3055;0.371;0.264;0.3417;0.3801;0.2455;0.1877;0.2262;0.2491;0.28;0.2732;0.3158;0.2876;0.243;0.2761;0.2449;0.2783;0.2617;0.3042;0.255;0.2892;0.3017;0.2437;0.1653;0.3583;0.2262;0.2074;0.2259;0.3073;0.3852;0.2814;0.3971;0.2579;0.548;0.1826;0.2789;0.1643;0.2302;0.2496;0.408;0.181;0.2393;0.2945;0.2528;0.2436;0.2434;0.228;0.2627;0.2096;0.2502;0.2862;0.3151
p99p100;2015;0.3094;0.3921;0.2657;0.3418;0.3819;0.243;0.1874;0.2962;0.2503;0.2692;0.2697;0.3122;0.2883;0.2373;0.2773;0.2452;0.2963;0.264;0.3325;0.2249;0.2898;0.3013;0.243;0.1614;0.3581;0.2264;0.2178;0.2138;0.3038;0.3895;0.2785;0.4482;0.2609;0.5504;0.1852;0.2833;0.1634;0.2274;0.2427;0.4117;0.1794;0.2394;0.3051;0.2514;0.2439;0.2425;0.2268;0.2846;0.2065;0.2739;0.2778;0.324
p99p100;2016;0.3103;0.3916;0.2671;0.3414;0.385;0.2427;0.176;0.297;0.2466;0.2637;0.2533;0.3135;0.2849;0.2316;0.2788;0.245;0.2963;0.2639;0.3257;0.22;0.287;0.3019;0.2415;0.1565;0.355;0.2245;0.2178;0.2128;0.2959;0.3863;0.2709;0.4225;0.2568;0.5377000000000001;0.1795;0.2749;0.1554;0.225;0.2431;0.4052;0.1808;0.2396;0.2876;0.2508;0.2448;0.2418;0.229;0.3032;0.2083;0.2987;0.2716;0.3281
p99p100;2017;0.3154;0.3974;0.2676;0.3417;0.333;0.2422;0.1682;0.2962;0.2445;0.2594;0.2473;0.3137;0.2897;0.2338;0.2784;0.2448;0.3013;0.2669;0.3362;0.2214;0.2887;0.3009;0.2418;0.177;0.3548;0.226;0.2299;0.2123;0.2956;0.3851;0.2709;0.4239;0.2586;0.5473;0.1779;0.2832;0.1474;0.228;0.2476;0.4105;0.1856;0.2398;0.2951;0.2607;0.2464;0.2445;0.2275;0.3235;0.2134;0.2978;0.2736;0.3345
p99p100;2018;0.3167;0.4017;0.2688;0.3416;0.2998;0.2423;0.1687;0.2933;0.2418;0.256;0.2389;0.317;0.2854;0.2607;0.2848;0.2449;0.3001;0.2703;0.3738;0.2214;0.288;0.3012;0.2416;0.1464;0.352;0.2244;0.2431;0.2133;0.2955;0.3824;0.2749;0.4354;0.264;0.5471;0.1953;0.2849;0.1484;0.2308;0.2523;0.4172;0.1858;0.2398;0.2926;0.2545;0.2525;0.2465;0.226;0.3768;0.2152;0.2986;0.2713;0.3301
p99p100;2019;0.3106;0.3957;0.2703;0.3415;0.2665;0.2413;0.1725;0.2958;0.239;0.2519;0.2368;0.3106;0.2812;0.2446;0.2797;0.2449;0.2992;0.264;0.3654;0.2211;0.2875;0.3018;0.2385;0.1383;0.3485;0.2265;0.2402;0.2109;0.2946;0.3796;0.2734;0.4357;0.2633;0.5472;0.1945;0.2838;0.1495;0.23;0.2526;0.4104;0.1817;0.2457;0.2961;0.2516;0.2541;0.2471;0.2247;0.3877;0.2107;0.2992;0.2706;0.3421
p99p100;2020;0.3044;0.3942;0.272;0.3417;0.2665;0.2413;0.1713;0.2942;0.2372;0.2481;0.2346;0.3258;0.2778;0.2446;0.2754;0.2449;0.303;0.2608;0.3525;0.2211;0.2906;0.3009;0.2355;0.1372;0.3513;0.2319;0.232;0.209;0.285;0.389;0.2612;0.49;0.2602;0.5473;0.1876;0.2898;0.1483;0.2287;0.2514;0.4038;0.1808;0.2518;0.2792;0.2508;0.2494;0.2542;0.2247;0.3953;0.2107;0.2992;0.2646;0.3425
p99p100;2021;0.3106;0.4008;0.2716;0.3418;0.2665;0.2413;0.1727;0.2941;0.236;0.2807;0.2364;0.3152;0.2778;0.243;0.2797;0.2457;0.3071;0.2662;0.3904;0.2203;0.2954;0.3015;0.2392;0.1394;0.3626;0.2332;0.2375;0.2115;0.2885;0.4019;0.279;0.496;0.2721;0.5472;0.1956;0.3166;0.1495;0.2366;0.2535;0.4036;0.1854;0.2429;0.2944;0.251;0.2547;0.2531;0.2244;0.3985;0.2161;0.2993;0.2673;0.3404
p99p100;2022;0.3145;0.3922;0.2729;0.3419;0.2664;0.2413;0.1715;0.2597;0.2359;0.2592;0.2408;0.3076;0.2788;0.2445;0.2785;0.2449;0.3042;0.2628;0.4013;0.2203;0.2858;0.3018;0.2366;0.1383;0.3489;0.2253;0.2393;0.2115;0.2973;0.3933;0.2731;0.4899;0.2715;0.5472;0.1978;0.2898;0.149;0.2369;0.2527;0.3998;0.1791;0.2447;0.2876;0.2496;0.2541;0.2482;0.225;0.4021;0.2147;0.2993;0.2671;0.3407
p99p100;2023;0.3144;0.4048;0.2731;0.3415;0.2664;0.2412;0.1715;0.2567;0.236;0.2592;0.2241;0.3069;0.2779;0.2436;0.2772;0.2449;0.3042;0.2595;0.4014;0.2203;0.2858;0.3008;0.2381;0.1389;0.3478;0.2251;0.2331;0.2126;0.2994;0.3894;0.2702;0.49;0.2736;0.5473;0.2011;0.289;0.1501;0.2349;0.259;0.3939;0.179;0.2518;0.2767;0.2493;0.2491;0.2536;0.2245;0.4039;0.2055;0.2992;0.2659;0.3458
